24    01504       172    51.1190     9.2799 10439   6167  18501 (sub_daily:2000-07-01-06-52) (sub_daily:2017-06-05-18-00) A   38,44,53,55,58,85,106,107, C   D  
25    01612       311    50.8813    12.1289 10567  23896  71688 (sub_daily:1952-01-01-06-11) (sub_daily:2017-06-05-18-00) A   38,44,53,55,58,85,106,107, C   D  
26    01639       203    50.6017     8.6439 10532  27548  82644 (sub_daily:1939-01-01-06-55) (sub_daily:2017-06-05-18-00) A   38,44,53,55,58,85,106,107, C   D  
27    01684       238    51.1622    14.9506 10499  25722  77166 (sub_daily:1947-01-01-06-00) (sub_daily:2017-06-05-18-00) A   38,44,53,55,58,85,106,107, C   D  
28    01757         2    54.0967    13.4056 10184  33333  99999 (sub_daily:1898-03-01-06-36) (sub_daily:2017-06-05-18-00) A   38,44,53,55,58,85,106,107, C   D  
29    01766        48    52.1344     7.6969 10315  10110  30330 (sub_daily:1989-10-01-06-59) (sub_daily:2017-06-05-18-00) A   38,44,53,55,58,85,106,107, C   D  
30    01832      1436    49.1130    13.1342 10791  12634  37902 (sub_daily:1982-11-01-06-37) (sub_daily:2017-06-05-18-00) A   38,44,53,55,58,85,106,107, C   D  
31    01975        11    53.6332     9.9881 10147  46176 138528 (sub_daily:1891-01-01-06-50) (sub_daily:2017-06-05-18-00) A   38,44,53,55,58,85,106,107, C   D  
32    02014        55    52.4644     9.6779 10338  28646  85938 (sub_daily:1936-01-01-06-51) (sub_daily:2017-06-05-18-00) A   38,44,53,55,58,85,106,107, C   D  
33    02115         4    54.1750     7.8920 10015  23775  71325 (sub_daily:1952-05-01-06-58) (sub_daily:2017-06-05-18-00) A   38,44,53,55,58,85,106,107, C   D  
34    02261       565    50.3122    11.8761 10685  25722  77166 (sub_daily:1947-01-01-06-42) (sub_daily:2017-06-05-18-00) A   38,44,53,55,58,85,106,107, C   D  
35    02290       977    47.8009    11.0108 10962  53845 161535 (sub_daily:1870-01-01-06-45) (sub_daily:2017-06-05-18-00) A   38,44,53,55,58,85,106,107, C   D  
36    02483       839    51.1803     8.4891 10427  22800  68400 (sub_daily:1955-01-01-06-56) (sub_daily:2017-06-05-18-00) A   38,44,53,55,58,85,106,107, C   D  
37    02522       112    49.0382     8.3641 10727  48183 144549 (sub_daily:1876-01-01-06-56) (sub_daily:2008-10-31-18-00) A   38,44,53,55,58,85,106,107, C   D  
38    02532       231    51.2963     9.4424 10438  22950  68850 (sub_daily:1951-01-01-06-52) (sub_daily:2013-10-31-18-00) A   38,44,53,55,58,85,106,107, C   D  
39    02559       705    47.7233    10.3348 10946  23896  71688 (sub_daily:1952-01-01-06-48) (sub_daily:2017-06-05-18-00) A   38,44,53,55,58,85,106,107, C   D  
40    02564        27    54.3761    10.1433 10046  11182  33546 (sub_daily:1986-06-01-06-49) (sub_daily:2017-06-05-18-00) A   38,44,53,55,58,85,106,107, C   D  
41    02667        92    50.8646     7.1575 10513  21828  65484 (sub_daily:1957-09-01-07-01) (sub_daily:2017-06-05-18-00) A   38,44,53,55,58,85,106,107, C   D  
42    02712       443    47.6774     9.1901 10929  16286  48858 (sub_daily:1972-11-01-06-53) (sub_daily:2017-06-05-18-00) A   38,44,53,55,58,85,106,107, C   D  
43    02812       155    48.3647     7.8280 10805  23408  70224 (sub_daily:1950-01-01-06-58) (sub_daily:2017-06-05-18-00) A   38,44,53,55,58,85,106,107, C   D  
44    02932       131    51.4348    12.2396 10469  20592  61776 (sub_daily:1934-01-01-06-41) (sub_daily:2017-06-05-18-00) A   38,44,53,55,58,85,106,107, C   D  
45    02961        31    54.4996    10.2737 10044   7024  21072 (sub_daily:1998-01-01-06-48) (sub_daily:2017-06-05-18-00) A   38,53,55,58,85,106,107,    C   D  
46    03015        98    52.2085    14.1180 10393  40607 121821 (sub_daily:1906-04-01-06-33) (sub_daily:2017-06-05-18-00) A   38,44,53,55,58,85,106,107, C   D  
47    03028       157    51.7855     8.8388 10430  24261  72783 (sub_daily:1951-01-01-06-54) (sub_daily:2017-06-05-18-00) A   38,44,53,55,58,85,106,107, C   D  
48    03032        25    55.0110     8.4125 10020  28279  84837 (sub_daily:1937-01-01-06-56) (sub_daily:2017-06-05-18-00) A   38,44,53,55,58,85,106,107, C   D  
49    03126        76    52.1029    11.5827 10361  25722  77166 (sub_daily:1947-01-01-06-13) (sub_daily:2017-06-05-18-00) A   38,44,53,55,58,85,106,107, C   D  
50    03196        81    53.3223    11.9319 10264  25416  76248 (sub_daily:1947-01-01-06-12) (sub_daily:2017-06-05-18-00) A   38,44,53,55,58,85,106,107, C   D  
51    03231       450    50.5612    10.3771 10548  14034  42102 (sub_daily:1979-01-01-06-00) (sub_daily:2017-06-05-18-00) A   38,44,53,55,58,85,106,107, C   D  
52    03552        38    52.9037    12.8072 10270  20607  61821 (sub_daily:1961-01-01-06-08) (sub_daily:2017-06-05-18-00) A   38,44,53,55,58,85,106,107, C   D  
53    03631        11    53.7123     7.1519 10113  25722  77166 (sub_daily:1947-01-01-07-01) (sub_daily:2017-06-05-18-00) A   38,44,53,55,58,85,106,107, C   D  
54    03660       485    50.3601     6.8697 10506   8127  24381 (sub_daily:1995-03-06-07-02) (sub_daily:2017-06-05-18-00) A   38,44,53,55,58,85,106,107, C   D  
55    03668       314    49.5030    11.0549 10763  22712  68136 (sub_daily:1955-04-01-06-45) (sub_daily:2017-06-05-18-00) A   38,44,53,55,58,85,106,107, C   D  
56    03730       806    47.3986    10.2760 10948  29648  88944 (sub_daily:1936-01-01-06-48) (sub_daily:2017-06-05-18-00) A   38,44,53,55,58,85,106,107, C   D  
57    03761       276    49.2070     9.5175 10742  25722  77166 (sub_daily:1947-01-01-06-51) (sub_daily:2017-06-05-18-00) A   38,44,53,55,58,85,106,107, C   D  
58    03987        81    52.3813    13.0622 10379  45446 136338 (sub_daily:1893-01-01-06-07) (sub_daily:2017-06-05-18-00) A   38,44,53,55,58,85,106,107, C   D  
59    04104       365    49.0424    12.1021 10776  25722  77166 (sub_daily:1947-01-01-06-41) (sub_daily:2017-06-05-18-00) A   38,44,53,55,58,85,106,107, C   D  
60    04177       116    48.9726     8.3301 10731  16833  50499 (sub_daily:1948-01-01-06-56) (sub_daily:2017-06-05-18-00) A   38,44,53,55,58,85,106,107, C   D  
61    04271         4    54.1803    12.0808 10170  25722  77166 (sub_daily:1947-01-01-06-11) (sub_daily:2017-06-05-18-00) A   38,44,53,55,58,85,106,107, C   D  
62    04336       320    49.2128     7.1077 10708  24263  72789 (sub_daily:1951-01-01-07-01) (sub_daily:2017-06-05-18-00) A   38,44,53,55,58,85,106,107, C   D  
63    04466        43    54.5275     9.5487 10035  25724  77172 (sub_daily:1947-01-01-06-51) (sub_daily:2017-06-05-18-00) A   38,44,53,55,58,85,106,107, C   D  
64    04625        59    53.6425    11.3872 10162  44287 132861 (sub_daily:1890-01-01-06-14) (sub_daily:2017-06-05-18-00) A   38,44,53,55,58,85,106,107, C   D  
65    04887       734    48.6657     9.8646 10836  25722  77166 (sub_daily:1947-01-01-06-50) (sub_daily:2017-06-05-18-00) A   38,44,53,55,58,85,106,107, C   D  
66    04911       350    48.8275    12.5598 10788  17382  52146 (sub_daily:1951-01-01-06-39) (sub_daily:2017-06-05-18-00) A   38,44,53,55,58,85,106,107, C   D  
67    04931       371    48.6883     9.2235 10738  23532  70596 (sub_daily:1953-01-01-06-53) (sub_daily:2017-06-05-18-00) A   38,44,53,55,58,85,106,107, C   D  
68    05100       265    49.7479     6.6582 10609  25357  76071 (sub_daily:1948-01-01-07-03) (sub_daily:2017-06-05-18-00) A   38,44,53,55,58,85,106,107, C   D  
69    05371       921    50.4973     9.9428 10544  27034  81102 (sub_daily:1936-01-01-06-50) (sub_daily:2017-06-05-18-00) A   38,44,53,55,58,85,106,107, C   D  
70    05397       440    49.6663    12.1845 10688  25722  77166 (sub_daily:1947-01-01-06-41) (sub_daily:2017-06-05-18-00) A   38,44,53,55,58,85,106,107, C   D  
71    05467      1832    47.7035    12.0119 10980  22545  67635 (sub_daily:1951-01-01-06-41) (sub_daily:2012-09-21-18-00) A   38,44,53,55,58,85,106,107, C   D  
72    05516         3    54.5284    11.0605 10055  22130  66390 (sub_daily:1948-01-01-06-45) (sub_daily:2017-06-05-18-00) A   38,44,53,55,58,85,106,107, C   D  
73    05705       268    49.7703     9.9577 10655  25722  77166 (sub_daily:1947-01-01-06-50) (sub_daily:2017-06-05-18-00) A   38,44,53,55,58,85,106,107, C   D  
74    05792      2964    47.4209    10.9847 10961  42570 127710 (sub_daily:1900-08-01-06-46) (sub_daily:2017-06-05-18-00) A   38,44,53,55,58,85,106,107, C   D  
75    05839        -0    53.3881     7.2287 10200   7278  21834 (sub_daily:1997-07-01-07-01) (sub_daily:2017-06-05-18-00) A   38,44,53,55,58,85,106,107, C   D  
76    05856       476    48.5451    13.3531 10895   7457  22371 (sub_daily:1997-01-03-06-36) (sub_daily:2017-06-05-18-00) A   38,44,53,55,58,85,106,107, C   D  
77    05871       497    49.9462     7.2645 10616   6790  20370 (sub_daily:1998-11-01-07-00) (sub_daily:2017-06-05-18-00) A   38,44,53,55,58,85,106,107, C   D  
78    05906        96    49.5090     8.5541 10729  26818  80454 (sub_daily:1936-01-01-06-55) (sub_daily:2017-06-05-18-00) A   38,44,53,55,58,85,106,107, C   D  
79    07341       119    50.0900     8.7862 10641   4340  13020 (sub_daily:2005-07-15-06-00) (sub_daily:2017-06-05-18-00) A   38,44,53,58,85,106,107,    C   D  
80    15000       231    50.7983     6.0244 10505   2258   6774 (sub_daily:2011-04-01-06-00) (sub_daily:2017-06-05-18-00) A   38,44,53,55,58,85,106,107, C   D  
81    00402        55    52.4564    13.2997 10XXX  31586  94758 (sub_daily:1876-01-01-06-36) (sub_daily:1962-12-31-20-36) A   38,44,53,55,58,85,106,107, C   D  
