station_id,record_id,primary_station_id_2,primary_station_id_3,station_name,height_of_station_above_sea_level,sub_region,region,source_id
US1FLMN0070,1,US1FLMN0070-1,US1FLMN0070-235,FL KEY WEST 0.6 ESE,0.3,231,4,235
US1FLMN0072,1,US1FLMN0072-1,US1FLMN0072-235,FL KEY WEST 3.1 ENE,0.6,231,4,235
US1FLMN0073,1,US1FLMN0073-1,US1FLMN0073-235,FL KEY WEST 2.8 ENE,-0.6,231,4,235
US1FLMN0074,1,US1FLMN0074-1,US1FLMN0074-235,FL KEY LARGO 0.6 ESE,2.7,231,4,235
US1FLMN0076,1,US1FLMN0076-1,US1FLMN0076-235,FL KEY WEST 2.2 ENE,1.2,231,4,235
US1FLMN0077,1,US1FLMN0077-1,US1FLMN0077-235,FL SUMMERLAND KEY 0.8 SE,1.2,231,4,235
US1FLMN0079,1,US1FLMN0079-1,US1FLMN0079-235,FL SUMMERLAND KEY 0.7 S,1.8,231,4,235
US1FLMN0081,1,US1FLMN0081-1,US1FLMN0081-235,FL KEY WEST 1.8 WSW,1.2,231,4,235
US1FLMR0001,1,US1FLMR0001-1,US1FLMR0001-235,FL SUMMERFIELD 4.9 SE,29.9,231,4,235
US1FLMR0003,1,US1FLMR0003-1,US1FLMR0003-235,FL BELLEVIEW 6.0 SSE,28,231,4,235
US1FLMR0004,1,US1FLMR0004-1,US1FLMR0004-235,FL LADY LAKE 4.8 WNW,28,231,4,235
US1FLMR0005,1,US1FLMR0005-1,US1FLMR0005-235,FL BELLEVIEW 4.5 SE,32.9,231,4,235
US1FLMR0008,1,US1FLMR0008-1,US1FLMR0008-235,FL LADY LAKE 5.2 NW,32,231,4,235
US1FLMR0012,1,US1FLMR0012-1,US1FLMR0012-235,FL OCALA WEATHER SERVICE,28,231,4,235
US1FLMR0013,1,US1FLMR0013-1,US1FLMR0013-235,FL MICANOPY 3.6 SSW,60,231,4,235
US1FLMR0016,1,US1FLMR0016-1,US1FLMR0016-235,FL OCALA 2.8 SSE,41.1,231,4,235
US1FLMR0018,1,US1FLMR0018-1,US1FLMR0018-235,FL BELLEVIEW 4.8 E,18.6,231,4,235
US1FLMR0019,1,US1FLMR0019-1,US1FLMR0019-235,FL THE VILLAGES 2.6 NW,21.9,231,4,235
US1FLMR0020,1,US1FLMR0020-1,US1FLMR0020-235,FL THE VILLAGES 2.7 NNW,25.9,231,4,235
US1FLMR0022,1,US1FLMR0022-1,US1FLMR0022-235,FL OCKLAWAHA 4.9 NE,16.5,231,4,235
US1FLMR0023,1,US1FLMR0023-1,US1FLMR0023-235,FL SUMMERFIELD 2.8 SW,18.3,231,4,235
US1FLMR0026,1,US1FLMR0026-1,US1FLMR0026-235,FL SUMMERFIELD 3.1 NE,27.4,231,4,235
US1FLMR0032,1,US1FLMR0032-1,US1FLMR0032-235,FL SUMMERFIELD 3.0 NE,28.3,231,4,235
US1FLMR0033,1,US1FLMR0033-1,US1FLMR0033-235,FL SILVER SPRINGS SHORES 6.9 NNE,39,231,4,235
US1FLMR0035,1,US1FLMR0035-1,US1FLMR0035-235,FL OCKLAWAHA 2.5 ENE,37.5,231,4,235
US1FLMR0036,1,US1FLMR0036-1,US1FLMR0036-235,FL OCALA 14.3 S,24.4,231,4,235
US1FLMR0040,1,US1FLMR0040-1,US1FLMR0040-235,FL THE VILLAGES 2.5 N,26.5,231,4,235
US1FLMR0042,1,US1FLMR0042-1,US1FLMR0042-235,FL MICANOPY 4.6 SSE,37.2,231,4,235
US1FLMR0043,1,US1FLMR0043-1,US1FLMR0043-235,FL OCALA 9.8 SW,20.7,231,4,235
US1FLMR0045,1,US1FLMR0045-1,US1FLMR0045-235,FL OCALA 2.4 NNW,19.5,231,4,235
US1FLMR0046,1,US1FLMR0046-1,US1FLMR0046-235,FL INTERLACHEN 8.8 S,28.7,231,4,235
US1FLMR0047,1,US1FLMR0047-1,US1FLMR0047-235,FL SILVER SPRINGS SHORES 8.1 N,28.7,231,4,235
US1FLMR0052,1,US1FLMR0052-1,US1FLMR0052-235,FL WILLISTON 6.0 ESE,29.6,231,4,235
US1FLMR0054,1,US1FLMR0054-1,US1FLMR0054-235,FL OCALA 1.1 SE,39.6,231,4,235
US1FLMR0056,1,US1FLMR0056-1,US1FLMR0056-235,FL OCALA 10.7 WSW,23.8,231,4,235
US1FLMR0057,1,US1FLMR0057-1,US1FLMR0057-235,FL OCALA 4.6 N,21.6,231,4,235
US1FLMR0059,1,US1FLMR0059-1,US1FLMR0059-235,FL OCALA 11.2 SW,26.2,231,4,235
US1FLMR0061,1,US1FLMR0061-1,US1FLMR0061-235,FL OCALA 7.0 NW,25,231,4,235
US1FLMR0065,1,US1FLMR0065-1,US1FLMR0065-235,FL BELLEVIEW 3.3 SSW,25.3,231,4,235
US1FLMR0066,1,US1FLMR0066-1,US1FLMR0066-235,FL THE VILLAGES 3.7 NNW,31.1,231,4,235
US1FLMR0067,1,US1FLMR0067-1,US1FLMR0067-235,FL BELLEVIEW 2.3 NW,40.5,231,4,235
US1FLMR0068,1,US1FLMR0068-1,US1FLMR0068-235,FL OCALA 3.2 ENE,25.6,231,4,235
US1FLMR0071,1,US1FLMR0071-1,US1FLMR0071-235,FL OCALA 10.8 WSW,22.3,231,4,235
US1FLMR0074,1,US1FLMR0074-1,US1FLMR0074-235,FL BELLEVIEW 1.6 E,22.3,231,4,235
US1FLMR0079,1,US1FLMR0079-1,US1FLMR0079-235,FL OCALA 8.3 W,28.7,231,4,235
US1FLMR0085,1,US1FLMR0085-1,US1FLMR0085-235,FL SUMMERFIELD 2.3 ESE,22.9,231,4,235
US1FLMR0086,1,US1FLMR0086-1,US1FLMR0086-235,FL BELLEVIEW 3.3 E,25,231,4,235
US1FLMR0087,1,US1FLMR0087-1,US1FLMR0087-235,FL OCKLAWAHA 3.9 SE,26.5,231,4,235
US1FLMR0088,1,US1FLMR0088-1,US1FLMR0088-235,FL THE VILLAGES 3.7 NNW,32.9,231,4,235
US1FLMR0089,1,US1FLMR0089-1,US1FLMR0089-235,FL OCALA 12.5 W,20.1,231,4,235
US1FLMR0092,1,US1FLMR0092-1,US1FLMR0092-235,FL OCALA 9.9 SW,40.2,231,4,235
US1FLMR0094,1,US1FLMR0094-1,US1FLMR0094-235,FL OCALA 8.4 SSW,24.7,231,4,235
US1FLMR0095,1,US1FLMR0095-1,US1FLMR0095-235,FL OCALA 3.1 SSE,30.8,231,4,235
US1FLMR0096,1,US1FLMR0096-1,US1FLMR0096-235,FL SALT SPRINGS 2.5 NW,7.3,231,4,235
US1FLMR0097,1,US1FLMR0097-1,US1FLMR0097-235,FL BELLEVIEW 9.3 W,23.2,231,4,235
US1FLMR0098,1,US1FLMR0098-1,US1FLMR0098-235,FL CITRA 3.2 SW,25.9,231,4,235
US1FLMS0002,1,US1FLMS0002-1,US1FLMS0002-235,FL MADISON 8.3 NNE,39.9,231,4,235
US1FLMS0003,1,US1FLMS0003-1,US1FLMS0003-235,FL MADISON 1.2 ENE,48.2,231,4,235
US1FLMT0001,1,US1FLMT0001-1,US1FLMT0001-235,FL PALM CITY 4.0 SW,11.9,231,4,235
US1FLMT0005,1,US1FLMT0005-1,US1FLMT0005-235,FL HOBE SOUND 3.9 NW,4.3,231,4,235
US1FLMT0007,1,US1FLMT0007-1,US1FLMT0007-235,FL STUART 3.7 SW,4.3,231,4,235
US1FLMT0011,1,US1FLMT0011-1,US1FLMT0011-235,FL STUART 5.0 SE,4.3,231,4,235
US1FLMT0013,1,US1FLMT0013-1,US1FLMT0013-235,FL OKEECHOBEE 16.4 ESE,11.6,231,4,235
US1FLMT0015,1,US1FLMT0015-1,US1FLMT0015-235,FL HOBE SOUND 2.1 SSE,6.4,231,4,235
US1FLMT0016,1,US1FLMT0016-1,US1FLMT0016-235,FL CANAL POINT 9.9 NNE,7,231,4,235
US1FLMT0017,1,US1FLMT0017-1,US1FLMT0017-235,FL STUART 6.9 SSW,4.3,231,4,235
US1FLMT0018,1,US1FLMT0018-1,US1FLMT0018-235,FL STUART 1.0 ESE,4,231,4,235
US1FLMT0019,1,US1FLMT0019-1,US1FLMT0019-235,FL JENSEN BEACH 2.2 NW,4.3,231,4,235
US1FLMT0020,1,US1FLMT0020-1,US1FLMT0020-235,FL STUART 0.7 SSW,2.7,231,4,235
US1FLMT0021,1,US1FLMT0021-1,US1FLMT0021-235,FL PALM CITY 3.1 NW,4,231,4,235
US1FLMT0025,1,US1FLMT0025-1,US1FLMT0025-235,FL STUART 6.2 SSW,3.4,231,4,235
US1FLMT0026,1,US1FLMT0026-1,US1FLMT0026-235,FL INDIANTOWN 0.4 SW,14.3,231,4,235
US1FLMT0027,1,US1FLMT0027-1,US1FLMT0027-235,FL STUART 7.3 SSW,5.5,231,4,235
US1FLMT0028,1,US1FLMT0028-1,US1FLMT0028-235,FL JENSEN BEACH 1.5 N,15.5,231,4,235
US1FLMT0031,1,US1FLMT0031-1,US1FLMT0031-235,FL PALM CITY 1.4 NW,3.7,231,4,235
US1FLMT0033,1,US1FLMT0033-1,US1FLMT0033-235,FL JUPITER 4.0 NNW,2.7,231,4,235
US1FLMT0034,1,US1FLMT0034-1,US1FLMT0034-235,FL PORT SALERNO 1.0 NW,1.2,231,4,235
US1FLMT0035,1,US1FLMT0035-1,US1FLMT0035-235,FL STUART 8.4 S,5.2,231,4,235
US1FLMT0036,1,US1FLMT0036-1,US1FLMT0036-235,FL JENSEN BEACH 1.4 N,5.8,231,4,235
US1FLMT0037,1,US1FLMT0037-1,US1FLMT0037-235,FL STUART 5.9 SSE,4.6,231,4,235
US1FLMT0038,1,US1FLMT0038-1,US1FLMT0038-235,FL STUART 4.9 S,0.3,231,4,235
US1FLMT0039,1,US1FLMT0039-1,US1FLMT0039-235,FL PALM CITY 0.9 SW,8.2,231,4,235
US1FLMT0041,1,US1FLMT0041-1,US1FLMT0041-235,FL INDIANTOWN 0.5 SW,13.7,231,4,235
US1FLMT0042,1,US1FLMT0042-1,US1FLMT0042-235,FL HOBE SOUND 0.6 WNW,5.2,231,4,235
US1FLMT0043,1,US1FLMT0043-1,US1FLMT0043-235,FL INDIANTOWN 11.1 NW,12.8,231,4,235
US1FLMT0045,1,US1FLMT0045-1,US1FLMT0045-235,FL STUART 4.7 SE,3.7,231,4,235
US1FLMT0046,1,US1FLMT0046-1,US1FLMT0046-235,FL PORT SALERNO 2.4 SW,5.8,231,4,235
US1FLMT0048,1,US1FLMT0048-1,US1FLMT0048-235,FL STUART 5.8 S,2.7,231,4,235
US1FLNS0002,1,US1FLNS0002-1,US1FLNS0002-235,FL HILLIARD 5.4 NW,32,231,4,235
US1FLNS0006,1,US1FLNS0006-1,US1FLNS0006-235,FL YULEE 0.7 NNW,7.9,231,4,235
US1FLNS0009,1,US1FLNS0009-1,US1FLNS0009-235,FL CALLAHAN 5.0 SSE,4,231,4,235
US1FLNS0010,1,US1FLNS0010-1,US1FLNS0010-235,FL HEDGES 0.3 ESE,7,231,4,235
US1FLNS0011,1,US1FLNS0011-1,US1FLNS0011-235,FL FERNANDINA BEACH 1.2 NW,3.7,231,4,235
US1FLNS0012,1,US1FLNS0012-1,US1FLNS0012-235,FL FERNANDINA BEACH 0.6 S,6.1,231,4,235
US1FLNS0014,1,US1FLNS0014-1,US1FLNS0014-235,FL FERNANDINA BEACH 6.3 SW,6.4,231,4,235
US1FLNS0015,1,US1FLNS0015-1,US1FLNS0015-235,FL FERNANDINA BEACH 0.4 ESE,3,231,4,235
US1FLNS0016,1,US1FLNS0016-1,US1FLNS0016-235,FL FERNANDINA BEACH 2.5 S,5.8,231,4,235
US1FLNS0017,1,US1FLNS0017-1,US1FLNS0017-235,FL FERNANDINA BEACH 2.3 S,4,231,4,235
US1FLNS0021,1,US1FLNS0021-1,US1FLNS0021-235,FL FERNANDINA BEACH 2.4 S,3.7,231,4,235
US1FLNS0022,1,US1FLNS0022-1,US1FLNS0022-235,FL FERNANDINA BEACH 1.5 S,5.8,231,4,235
US1FLNS0023,1,US1FLNS0023-1,US1FLNS0023-235,FL CALLAHAN 4.0 S,5.8,231,4,235
US1FLNS0024,1,US1FLNS0024-1,US1FLNS0024-235,FL FERNANDINA BEACH 1.7 S,4.3,231,4,235
US1FLNS0025,1,US1FLNS0025-1,US1FLNS0025-235,FL FERNANDINA BEACH 1.5 S,3,231,4,235
US1FLOB0002,1,US1FLOB0002-1,US1FLOB0002-235,FL OKEECHOBEE 27.1 NNW,18.3,231,4,235
US1FLOB0004,1,US1FLOB0004-1,US1FLOB0004-235,FL OKEECHOBEE 3.2 SE,4.6,231,4,235
US1FLOB0005,1,US1FLOB0005-1,US1FLOB0005-235,FL OKEECHOBEE 18.0 NNW,19.5,231,4,235
US1FLOB0006,1,US1FLOB0006-1,US1FLOB0006-235,FL OKEECHOBEE 23.7 NNW,20.4,231,4,235
US1FLOB0008,1,US1FLOB0008-1,US1FLOB0008-235,FL OKEECHOBEE 5.2 SSW,5.8,231,4,235
US1FLOK0001,1,US1FLOK0001-1,US1FLOK0001-235,FL NICEVILLE 3.6 SE,11,231,4,235
US1FLOK0002,1,US1FLOK0002-1,US1FLOK0002-235,FL EGLIN AFB 5.6 NE,18.9,231,4,235
US1FLOK0003,1,US1FLOK0003-1,US1FLOK0003-235,FL NICEVILLE 2.3 SE,14,231,4,235
US1FLOK0004,1,US1FLOK0004-1,US1FLOK0004-235,FL MARY ESTHER 6.2 W,11.9,231,4,235
US1FLOK0007,1,US1FLOK0007-1,US1FLOK0007-235,FL FORT WALTON BEACH 1.1 SSE,4,231,4,235
US1FLOK0008,1,US1FLOK0008-1,US1FLOK0008-235,FL NICEVILLE 1.1 WNW,23.2,231,4,235
US1FLOK0010,1,US1FLOK0010-1,US1FLOK0010-235,FL CRESTVIEW 6.4 WSW,53.9,231,4,235
US1FLOK0012,1,US1FLOK0012-1,US1FLOK0012-235,FL FORT WALTON BEACH 1.1 NNW,11,231,4,235
US1FLOK0013,1,US1FLOK0013-1,US1FLOK0013-235,FL CRESTVIEW 3.0 NE,50.9,231,4,235
US1FLOK0014,1,US1FLOK0014-1,US1FLOK0014-235,FL MARY ESTHER 0.4 WNW,14.9,231,4,235
US1FLOK0015,1,US1FLOK0015-1,US1FLOK0015-235,FL NICEVILLE 4.5 SE,9.1,231,4,235
US1FLOK0016,1,US1FLOK0016-1,US1FLOK0016-235,FL SHALIMAR 1.0 N,17.1,231,4,235
US1FLOK0017,1,US1FLOK0017-1,US1FLOK0017-235,FL OCEAN CITY 1.3 NNW,14.9,231,4,235
US1FLOK0018,1,US1FLOK0018-1,US1FLOK0018-235,FL BAKER 8.2 NE,46.9,231,4,235
US1FLOK0019,1,US1FLOK0019-1,US1FLOK0019-235,FL DESTIN 1.0 E,11,231,4,235
US1FLOK0020,1,US1FLOK0020-1,US1FLOK0020-235,FL NICEVILLE 3.4 ESE,24.1,231,4,235
US1FLOK0021,1,US1FLOK0021-1,US1FLOK0021-235,FL FORT WALTON BEACH 3.4 NNW,21.9,231,4,235
US1FLOK0023,1,US1FLOK0023-1,US1FLOK0023-235,FL CRESTVIEW 1.9 SE,57,231,4,235
US1FLOK0024,1,US1FLOK0024-1,US1FLOK0024-235,FL CRESTVIEW 2.8 NNW,53.9,231,4,235
US1FLOK0025,1,US1FLOK0025-1,US1FLOK0025-235,FL CRESTVIEW 3.7 N,75.9,231,4,235
US1FLOK0026,1,US1FLOK0026-1,US1FLOK0026-235,FL WRIGHT 0.8 N,23.2,231,4,235
US1FLOK0027,1,US1FLOK0027-1,US1FLOK0027-235,FL CRESTVIEW 2.5 SSW,50,231,4,235
US1FLOK0028,1,US1FLOK0028-1,US1FLOK0028-235,FL DESTIN 1.5 WNW,11,231,4,235
US1FLOK0029,1,US1FLOK0029-1,US1FLOK0029-235,FL MARY ESTHER 0.6 E,4.9,231,4,235
US1FLOK0032,1,US1FLOK0032-1,US1FLOK0032-235,FL NICEVILLE 5.6 SE,15.8,231,4,235
US1FLOK0033,1,US1FLOK0033-1,US1FLOK0033-235,FL DESTIN 1.3 NW,4.3,231,4,235
US1FLOK0034,1,US1FLOK0034-1,US1FLOK0034-235,FL NICEVILLE 1.9 SE,13.7,231,4,235
US1FLOK0036,1,US1FLOK0036-1,US1FLOK0036-235,FL CRESTVIEW 1.0 E,60.4,231,4,235
US1FLOK0037,1,US1FLOK0037-1,US1FLOK0037-235,FL NICEVILLE 2.1 SE,12.5,231,4,235
US1FLOK0041,1,US1FLOK0041-1,US1FLOK0041-235,FL SHALIMAR 1.2 NNW,4.9,231,4,235
US1FLOK0042,1,US1FLOK0042-1,US1FLOK0042-235,FL VALPARAISO 1.4 N,26.2,231,4,235
US1FLOK0043,1,US1FLOK0043-1,US1FLOK0043-235,FL FORT WALTON BEACH 1.7 ESE,3,231,4,235
US1FLOK0045,1,US1FLOK0045-1,US1FLOK0045-235,FL CRESTVIEW 3.3 S,32.9,231,4,235
US1FLOK0049,1,US1FLOK0049-1,US1FLOK0049-235,FL WRIGHT 0.7 NNW,12.5,231,4,235
US1FLOK0050,1,US1FLOK0050-1,US1FLOK0050-235,FL CRESTVIEW 5.3 N,52.7,231,4,235
US1FLOK0051,1,US1FLOK0051-1,US1FLOK0051-235,FL NICEVILLE 1.2 E,14.6,231,4,235
US1FLOK0052,1,US1FLOK0052-1,US1FLOK0052-235,FL BAKER 1.8 SSE,57.9,231,4,235
US1FLOK0054,1,US1FLOK0054-1,US1FLOK0054-235,FL CRESTVIEW 3.5 SE,33.8,231,4,235
US1FLOK0056,1,US1FLOK0056-1,US1FLOK0056-235,FL CRESTVIEW 3.0 SSE,47.5,231,4,235
US1FLOK0058,1,US1FLOK0058-1,US1FLOK0058-235,FL CRESTVIEW 2.8 SSE,47.2,231,4,235
US1FLOR0001,1,US1FLOR0001-1,US1FLOR0001-235,FL UNION PARK 2.9 SSE,25.9,231,4,235
US1FLOR0004,1,US1FLOR0004-1,US1FLOR0004-235,FL WINTER PARK 2.3 ESE,34.1,231,4,235
US1FLOR0006,1,US1FLOR0006-1,US1FLOR0006-235,FL OCOEE 0.5 SSW,31.4,231,4,235
US1FLOR0009,1,US1FLOR0009-1,US1FLOR0009-235,FL WINTER PARK 2.1 ESE,27.1,231,4,235
US1FLOR0010,1,US1FLOR0010-1,US1FLOR0010-235,FL UNION PARK 3.9 E,21.9,231,4,235
US1FLOR0013,1,US1FLOR0013-1,US1FLOR0013-235,FL ORLANDO 1.2 ENE,31.4,231,4,235
US1FLOR0014,1,US1FLOR0014-1,US1FLOR0014-235,FL ORLANDO 1.3 E,30.5,231,4,235
US1FLOR0015,1,US1FLOR0015-1,US1FLOR0015-235,FL UNION PARK 3.8 ENE,15.5,231,4,235
US1FLOR0016,1,US1FLOR0016-1,US1FLOR0016-235,FL APOPKA 2.9 E,34.7,231,4,235
US1FLOR0019,1,US1FLOR0019-1,US1FLOR0019-235,FL UNION PARK 1.1 E,19.8,231,4,235
US1FLOR0020,1,US1FLOR0020-1,US1FLOR0020-235,FL WINTER GARDEN 6.1 SW,40.8,231,4,235
US1FLOR0023,1,US1FLOR0023-1,US1FLOR0023-235,FL ORANGE 11.2 NE,21.3,231,4,235
US1FLOR0025,1,US1FLOR0025-1,US1FLOR0025-235,FL ORLANDO 7.4 WNW,30.5,231,4,235
US1FLOR0026,1,US1FLOR0026-1,US1FLOR0026-235,FL ORLANDO 4.8 NNW,30.2,231,4,235
US1FLOR0027,1,US1FLOR0027-1,US1FLOR0027-235,FL ORLANDO 4.9 N,31.1,231,4,235
US1FLOR0028,1,US1FLOR0028-1,US1FLOR0028-235,FL ORLANDO 2.9 NNE,30.2,231,4,235
US1FLOR0029,1,US1FLOR0029-1,US1FLOR0029-235,FL ORLANDO 12.7 SSW,27.1,231,4,235
US1FLOR0030,1,US1FLOR0030-1,US1FLOR0030-235,FL ORLANDO 12.0 S,26.8,231,4,235
US1FLOR0031,1,US1FLOR0031-1,US1FLOR0031-235,FL UNION PARK 3.8 ESE,19.2,231,4,235
US1FLOR0032,1,US1FLOR0032-1,US1FLOR0032-235,FL BUENA VENTURA LAKES 11.0 E,21,231,4,235
US1FLOR0033,1,US1FLOR0033-1,US1FLOR0033-235,FL ORLANDO 7.2 WNW,36.9,231,4,235
US1FLOR0034,1,US1FLOR0034-1,US1FLOR0034-235,FL OCOEE 1.4 N,51.2,231,4,235
US1FLOR0035,1,US1FLOR0035-1,US1FLOR0035-235,FL BAY LAKE 4.1 WSW,37.2,231,4,235
US1FLOR0036,1,US1FLOR0036-1,US1FLOR0036-235,FL WINTER GARDEN 2.3 SSW,35.1,231,4,235
US1FLOR0043,1,US1FLOR0043-1,US1FLOR0043-235,FL APOPKA 3.5 ESE,32.6,231,4,235
US1FLOR0046,1,US1FLOR0046-1,US1FLOR0046-235,FL ORLANDO 2.2 WNW,31.4,231,4,235
US1FLOR0047,1,US1FLOR0047-1,US1FLOR0047-235,FL WINTER GARDEN 2.8 SSE,39,231,4,235
US1FLOR0048,1,US1FLOR0048-1,US1FLOR0048-235,FL UNION PARK 3.5 SE,27.1,231,4,235
US1FLOR0049,1,US1FLOR0049-1,US1FLOR0049-235,FL WINTER GARDEN 1.4 SSE,32.9,231,4,235
US1FLOR0050,1,US1FLOR0050-1,US1FLOR0050-235,FL BUENA VENTURA LAKES 6.0 ENE,27.4,231,4,235
US1FLOR0054,1,US1FLOR0054-1,US1FLOR0054-235,FL APOPKA 1.0 E,23.2,231,4,235
US1FLOR0055,1,US1FLOR0055-1,US1FLOR0055-235,FL ORLANDO 6.8 W,38.4,231,4,235
US1FLOR0059,1,US1FLOR0059-1,US1FLOR0059-235,FL ORLANDO 0.4 SW,35.1,231,4,235
US1FLOR0061,1,US1FLOR0061-1,US1FLOR0061-235,FL OAKLAND 1.5 WSW,25.9,231,4,235
US1FLOR0062,1,US1FLOR0062-1,US1FLOR0062-235,FL OAKLAND 2.6 SSE,37.8,231,4,235
US1FLOR0065,1,US1FLOR0065-1,US1FLOR0065-235,FL ORLANDO 5.3 ENE,29.3,231,4,235
US1FLOR0066,1,US1FLOR0066-1,US1FLOR0066-235,FL WINDERMERE 4.4 WSW,31.4,231,4,235
US1FLOR0068,1,US1FLOR0068-1,US1FLOR0068-235,FL BAY HILL 2.9 SW,37.8,231,4,235
US1FLOR0071,1,US1FLOR0071-1,US1FLOR0071-235,FL BITHLO 7.8 S,24.1,231,4,235
US1FLOR0072,1,US1FLOR0072-1,US1FLOR0072-235,FL UNION PARK 3.1 SE,30.8,231,4,235
US1FLOR0073,1,US1FLOR0073-1,US1FLOR0073-235,FL APOPKA 0.4 NW,48.8,231,4,235
US1FLOR0074,1,US1FLOR0074-1,US1FLOR0074-235,FL MEADOW WOOD 1.1 SSE,27.7,231,4,235
US1FLOR0080,1,US1FLOR0080-1,US1FLOR0080-235,FL BITHLO 7.6 S,21.9,231,4,235
US1FLOR0081,1,US1FLOR0081-1,US1FLOR0081-235,FL APOPKA 2.6 ENE,23.8,231,4,235
US1FLOR0085,1,US1FLOR0085-1,US1FLOR0085-235,FL BITHLO 0.8 NW,24.7,231,4,235
US1FLOR0087,1,US1FLOR0087-1,US1FLOR0087-235,FL BITHLO 1.6 NNW,21,231,4,235
US1FLOR0088,1,US1FLOR0088-1,US1FLOR0088-235,FL OCOEE 0.8 SW,40.5,231,4,235
US1FLOR0089,1,US1FLOR0089-1,US1FLOR0089-235,FL WINTER GARDEN 0.7 NNW,29.6,231,4,235
US1FLOS0001,1,US1FLOS0001-1,US1FLOS0001-235,FL POINCIANA PLACE 2.6 NNW,27.1,231,4,235
US1FLOS0015,1,US1FLOS0015-1,US1FLOS0015-235,FL ST. CLOUD 1.7 SSW,21,231,4,235
US1FLOS0016,1,US1FLOS0016-1,US1FLOS0016-235,FL ST. CLOUD 0.1 WNW,15.2,231,4,235
US1FLOS0020,1,US1FLOS0020-1,US1FLOS0020-235,FL POINCIANA PLACE 0.5 ENE,21.3,231,4,235
US1FLOS0022,1,US1FLOS0022-1,US1FLOS0022-235,FL KISSIMMEE 9.3 SSW,21.3,231,4,235
US1FLOS0027,1,US1FLOS0027-1,US1FLOS0027-235,FL ST. CLOUD 2.9 S,27.1,231,4,235
US1FLOS0029,1,US1FLOS0029-1,US1FLOS0029-235,FL ST. CLOUD 2.4 NE,18.9,231,4,235
US1FLOS0031,1,US1FLOS0031-1,US1FLOS0031-235,FL CAMPBELL 1.4 NNW,21.3,231,4,235
US1FLOS0033,1,US1FLOS0033-1,US1FLOS0033-235,FL KISSIMMEE 3.6 SW,21.9,231,4,235
US1FLOS0036,1,US1FLOS0036-1,US1FLOS0036-235,FL ST. CLOUD 8.0 E,24.4,231,4,235
US1FLOS0037,1,US1FLOS0037-1,US1FLOS0037-235,FL ST CLOUD 3.1 E,26.2,231,4,235
US1FLOS0038,1,US1FLOS0038-1,US1FLOS0038-235,FL ST. CLOUD 5.7 NNE,21.3,231,4,235
US1FLOS0041,1,US1FLOS0041-1,US1FLOS0041-235,FL KISSIMMEE 3.7 SSW,23.2,231,4,235
US1FLOS0043,1,US1FLOS0043-1,US1FLOS0043-235,FL ST. CLOUD 4.8 NE,23.2,231,4,235
US1FLOS0045,1,US1FLOS0045-1,US1FLOS0045-235,FL HARMONY 0.5 NW,27.7,231,4,235
US1FLOS0047,1,US1FLOS0047-1,US1FLOS0047-235,FL KISSIMMEE 9.2 W,26.5,231,4,235
US1FLPB0001,1,US1FLPB0001-1,US1FLPB0001-235,FL GREENACRES CITY 2.5 W,4.9,231,4,235
US1FLPB0002,1,US1FLPB0002-1,US1FLPB0002-235,FL ABERDEEN 3.7 WNW,5.2,231,4,235
US1FLPB0005,1,US1FLPB0005-1,US1FLPB0005-235,FL JUPITER 8.5 W,5.8,231,4,235
US1FLPB0007,1,US1FLPB0007-1,US1FLPB0007-235,FL SUN VALLEY 0.8 SW,5.8,231,4,235
US1FLPB0008,1,US1FLPB0008-1,US1FLPB0008-235,FL ABERDEEN 0.6 N,7.9,231,4,235
US1FLPB0009,1,US1FLPB0009-1,US1FLPB0009-235,FL JUPITER 7.9 W,9.1,231,4,235
US1FLPB0012,1,US1FLPB0012-1,US1FLPB0012-235,FL ABERDEEN 4.2 NNW,11.9,231,4,235
US1FLPB0013,1,US1FLPB0013-1,US1FLPB0013-235,FL LAKE WORTH 1.0 NNW,15.8,231,4,235
US1FLPB0016,1,US1FLPB0016-1,US1FLPB0016-235,FL GREENACRES 1.8 NNW,5.2,231,4,235
US1FLPB0018,1,US1FLPB0018-1,US1FLPB0018-235,FL BOYNTON BEACH 2.3 NNW,4,231,4,235
US1FLPB0019,1,US1FLPB0019-1,US1FLPB0019-235,FL LAKE WORTH 1.2 N,4.6,231,4,235
US1FLPB0020,1,US1FLPB0020-1,US1FLPB0020-235,FL LAKE WORTH 8.9 W,5.2,231,4,235
US1FLPB0024,1,US1FLPB0024-1,US1FLPB0024-235,FL BOCA RATON 2.9 N,4,231,4,235
US1FLPB0025,1,US1FLPB0025-1,US1FLPB0025-235,FL BOYNTON BEACH 1.9 NNW,2.7,231,4,235
US1FLPB0026,1,US1FLPB0026-1,US1FLPB0026-235,FL WELLINGTON 2.6 SSE,4.6,231,4,235
US1FLPB0027,1,US1FLPB0027-1,US1FLPB0027-235,FL BOCA RATON 8.7 W,7.9,231,4,235
US1FLPB0028,1,US1FLPB0028-1,US1FLPB0028-235,FL INDIANTOWN 10.8 S,11,231,4,235
US1FLPB0029,1,US1FLPB0029-1,US1FLPB0029-235,FL INDIANTOWN 8.6 SW,14.9,231,4,235
US1FLPB0031,1,US1FLPB0031-1,US1FLPB0031-235,FL ROYAL PALM BEACH 5.0 W,5.2,231,4,235
US1FLPB0034,1,US1FLPB0034-1,US1FLPB0034-235,FL PAHOKEE 1.6 NE,4.3,231,4,235
