primary_station_id_3,region,sub_region,report_type,height_of_station_above_sea_level,station_name
RSM00034003-285-2,190,6,0,251,PONYRI USSR 03400
RSM00034139-285-2,190,6,0,194,KAMENNAJ-STEP
RSM00034163-285-2,190,6,0,202,OKTYABRSKIY GORODOK
RSM00034186-285-2,190,6,0,107,YERSHOV USSR 03418
RSM00034202-285-2,190,6,0,222,PROLETARSKIY USSR (GOTNYE) 03420
RSM00034240-285-2,190,6,0,99,URYUPINSK USSR 03424
RSM00034247-285-2,190,6,0,93,KALACH USSR 03424
RSM00034289-285-2,190,6,0,32,NOVOUZENSK 34289
RSM00034321-285-2,190,6,0,112,VALUYKI USSR 03432
RSM00034356-285-2,190,6,0,117,ARCHEDA USSR 03435
RSM00034391-285-2,190,6,0,25,ALEKSANDROV-GAY USSR 03439
RSM00034432-285-6,190,6,0,145,CERTKOVO 34432
RSM00034476-285-2,190,6,0,11,ELTON USSR 03447
RSM00034579-285-2,190,6,0,35,VERKHNIY BASKUNCHAK USSR 01094
RSM00034731-285-1,190,6,0,77,ROSTOV-NA-DONU USSR 03473
RSM00034759-285-2,190,6,0,108,REMONTNOYE USSR 03475
RSM00034824-285-2,190,6,0,5,PRIMORSKO-AKHTARSKAYA USSR 03482
RSM00034866-285-2,190,6,0,-7,YASHKUL USSR 03486
RSM00035007-285-2,190,2,0,70,PERELYUB USSR 03500
RSM00035041-285-7,190,2,0,310,BREDY 35041
RSM00035127-285-2,190,2,0,144,AK-BULAK USSR 03512
RSM00035233-285-3,190,2,0,287,DOMBAROVSKI 35233
RSM00036038-285-2,190,2,0,353,ZMEINOGORSK
RSM00036096-285-1,190,2,0,629,KYZYL USSR 03609
RSM00036259-285-2,190,2,0,1758,KOSH AGACH USSR 03625
RSM00036278-285-1,190,2,0,1850,UNKNOWN USSR 02007
RSM00036307-285-1,190,2,0,1101,DZINDZILIK USSR 03630
RSM00037054-285-2,190,6,0,314,MINERALNYYE VODY USSR 03705
RSM00037089-285-4,190,6,0,-23,OSTROV TJULENIJ 37089
RSM00037470-285-2,190,6,0,-17,DERBENT USSR 03747
RSM00037471-285-5,190,6,0,473,BUJNAKSK 37471
RSU00042492-285-2,190,6,0,3,VIPURI USSR (VIBORG) 00049
RSU20674-10-285-2,0,2,0,42,OSTROV_DIKSON
RSU21946-10-285-2,190,2,0,44,CHOKURDAH
RSU23330-10-285-2,190,2,0,15,SALEHARD
RSU23405-10-285-2,190,2,0,78,UST-CilMA
RSU23734-10-285-2,190,2,0,70,OKTJABRskoe
RSU23891-10-285-2,190,2,0,256,BAJKIT
RSU24507-10-285-2,190,2,0,205,TURA
RSU24688-10-285-2,190,2,0,741,OJMJAKON
RSU24923-10-285-2,190,2,0,241,LENSK
RSU25248-10-285-2,190,2,0,352,ILIRNEJ
RSU25538-10-285-2,190,2,0,324,VERHNEE_PENZINO
RSU25594-10-285-2,190,2,0,25,PROVIDENIJA_BUHTA
RSU26898-10-285-2,190,6,0,214,BRJNSK
RSU27595-10-285-2,190,6,0,116,KAZAN
RSU27675-10-285-2,190,6,0,136,PORETSKOYE
RSU27707-10-285-2,190,6,0,237,SUHINICI
RSU28367-10-285-2,190,2,0,101,TJUMEN
RSU28434-10-285-2,190,2,0,205,KRASNOUFIMSK
RSU28440-10-285-2,190,2,0,280,EKATERINBURG
RSU28698-10-285-2,190,2,0,121,OMSK
RSU28722-10-285-2,190,2,0,104,UFA
RSU29111-10-285-2,190,2,0,68,SREDNY_VASJUGAN
RSU29822-10-285-2,190,2,0,127,KAMEN-NA-OBI
RSU29838-10-285-2,190,2,0,183,BARNAUL
RSU30089-10-285-2,190,2,0,174,DZHIKIMDA
RSU30309-10-285-2,190,2,0,411,BRATSK
RSU30337-10-285-2,190,2,0,355,KAZACHINSKOE
RSU30393-10-285-2,190,2,0,855,CULman
RSU30612-10-285-2,190,2,0,428,BALAGANSK
RSU30650-10-285-2,190,2,0,920,ROMANOVKA
RSU30777-10-285-2,190,2,0,528,SRETENSK
RSU30822-10-285-2,190,2,0,465,BABUSKIN
RSU31152-10-285-2,190,2,0,326,NELkan
RSU31532-10-285-2,190,2,0,271,CEKUNDA
RSU31538-10-285-2,190,2,0,343,SUTUR
RSU31733-10-285-2,190,2,0,62,ELABUGA
RSU31770-10-285-2,190,2,0,21,SOVETSKAJA_GAVAN
RSU31909-10-285-2,190,2,0,51,TERNEJ
RSU31959-10-285-2,0,2,0,27,RUDNAJA_PRISTAN
RSU32053-10-285-2,190,2,0,35,NOGLIKI
RSU34110-10-285-2,190,6,0,223,BOGORODICKOE-FENINO
RSU34646-10-285-2,190,6,0,64,CIMLJANSK(VOLGODONSK)
RSU34720-10-285-2,0,6,0,30,TAGANROG
RSU34861-10-285-2,190,6,0,151,ELISTA
RSU34949-10-285-2,190,6,0,451,STAVROPOL
RSU34984-10-285-2,190,6,0,-25,LAGAN
RSU35011-10-285-2,190,2,0,122,SOROCINSK
RSU35026-10-285-2,190,2,0,522,ZILAIR
RSU36034-10-285-2,190,2,0,216,RUBCOVSK
RSU36103-10-285-2,190,2,0,919,TOORA-HEM
RSU37018-10-285-2,190,6,0,60,TUAPSE
RSU37031-10-285-2,190,6,0,158,ARMAVIR
RSU37061-10-285-2,190,6,0,134,BUDENNOVSK
RSU37099-10-285-2,190,6,0,57,SOTCHI
RSU37228-10-285-2,190,6,0,702,VLADIKAVKAZ
RSU37235-10-285-2,190,6,0,162,GROZNYJ
RSU37472-10-285-3,190,6,0,-20,MAHACHKALA
RSU37663-10-285-2,190,6,0,1016,AHTY
RSU022140-1-285-1,190,6,0,12,SVJATOJ_NOS
RSA00222160-286-11,190,6,0,136,APATITY
RSA00259161-286-4,190,2,0,5,JAMSK
RSA00319711-286-10,190,2,0,23,USSURIJSK
RSA00374750-286-5,190,6,0,519,SERGOKALA
RSI0000UEST-286-14,0,2,0,9,TIKSI 21824
RSI0000ULAA-286-16,190,6,0,19,TALAGI 22550
RSI0000ULKK-286-14,190,6,0,56,KOTLAS 22887
RSI0000ULWW-286-21,190,6,0,131,VOLOGDA 27037
RSI0000URWA-286-8,190,6,0,-20,ASTRAKHAN
RSI0000URWW-286-18,190,6,0,147,GUMRAK 34560
RSI0000UWSS-286-12,190,6,0,152,TSENTRALNY 34172
RSM00010853-286-1,190,6,0,39,GDOV USSR 01085
RSM00010900-286-1,190,6,0,101,RYBINSK USSR 01090
RSM00010909-286-1,190,6,0,143,MOSCOW USSR 01090
RSM00010911-286-1,190,6,0,191,KALUGA USSR 01091
RSM00010935-286-1,190,6,0,234,KURSK USSR 01093
RSM00020001-286-1,190,6,0,1327,TEBERDA USSR (TEBE-DA) 02000
RSM00020046-286-1,0,2,0,20,DRUZHNYY OSTROV KHEYSA USSR 02004
RSM00020069-286-1,190,2,0,18,OSTROV VIZE USSR 02006
RSM00020172-286-1,190,2,0,74,TARA USSR 02017
RSM00020204-286-1,190,2,0,268,KRASNOYARSK USSR 02020
RSM00020213-286-1,190,2,0,665,CHITA USSR 02021
RSM00020238-286-1,190,2,0,109,YAKUTSK USSR 02023
RSM00020264-286-1,190,2,0,29,KOMSOMOLSK USSR 02026
RSM00020276-286-1,0,2,0,3,OSTROV VRANGELIA USSR (WRANGEL 02027
RSM00020279-286-1,190,2,0,5,ANADYR USSR 02027
RSM00020283-286-1,190,2,0,118,NAGAEVO USSR 02028
RSM00020295-286-1,0,2,0,5,TILICHIKI USSR 02029
RSM00020982-286-11,190,2,0,37,VOLOCHANKA USSR 02016
RSM00021432-286-16,190,2,0,8,OSTROV KOTELNYJ 21432
RSM00021802-286-1,190,2,0,24,SASKYLAKH USSR 02180
RSM00021908-286-6,190,2,0,62,DZALINDA 21908
RSM00021921-286-13,190,2,0,33,KJUSJUR 21921
RSM00021931-286-15,190,2,0,24,JUBILEJNAJA 21931
RSM00022028-286-19,190,6,0,30,TERIBERKA 22028
RSM00022113-286-1,190,6,0,46,MURMANSK USSR 01080
RSM00022127-286-1,190,6,0,161,LOVOZERO USSR 02212
RSM00022235-286-1,190,6,0,160,KRASNOSHCHELYE USSR 02223
RSM00022271-286-1,190,6,0,18,SHOYNA USSR (SHOINA) 02227
RSM00022282-286-1,0,6,0,6,MYS MIKULKIN USSR 02228
RSM00022292-286-1,190,6,0,4,INDIGA USSR 02229
RSM00022312-286-1,190,6,0,17,KOVDA USSR 02231
RSM00022324-286-1,190,6,0,28,UMBA USSR (LESNOY) 02232
RSM00022365-286-1,190,6,0,24,ABRAMOVSKIY MAIAK USSR 02236
RSM00022422-286-9,190,6,0,12,GRIDINO 22422
RSM00022446-286-10,190,6,0,77,ZIMNEGORSKIJ MAJAK 22446
RSM00022471-286-1,190,6,0,14,MEZEN USSR 01082
RSM00022520-286-10,0,6,0,8,KEM PORT 22520
RSM00022522-286-14,190,6,0,8,KEM 22522
RSM00022525-286-1,0,6,0,9,RAZNAVOLOK USSR 02252
RSM00022529-286-1,190,6,0,6,KOLEZHMA USSR 02252
RSM00022541-286-1,0,6,0,5,UNSKIY MAIAK USSR 02254
RSM00022551-286-14,0,6,0,3,MUDJUG 22551
RSM00022559-286-11,190,6,0,12,HOLMOGORY 22559
RSM00022573-286-1,190,6,0,66,LESHUKONSKOE USSR 02257
RSM00022602-286-18,190,6,0,181,REBOLY USSR 02260
RSM00022619-286-1,190,6,0,128,PADANY USSR 02261
RSM00022621-286-1,190,6,0,102,SEGEZHA USSR 02262
RSM00022641-286-1,190,6,0,8,ONEGA USSR 02264
RSM00022648-286-11,190,6,0,34,TURCASOVO 22648
RSM00022656-286-1,190,6,0,28,YEMETSK USSR (EMETSK) 02265
RSM00022686-286-10,190,6,0,80,VENDINGA 22686
RSM00022695-286-1,190,6,0,108,KOSLAN USSR 02269
RSM00022721-286-15,190,6,0,80,MEDVEZHEGORSK USSR 02272
RSM00022727-286-1,190,6,0,40,KONDOPOGA USSR 02272
RSM00022762-286-10,190,6,0,34,DVINSKIJ BEREZNIK 22762
RSM00022768-286-14,190,6,0,45,SHENKURSK 22768
RSM00022778-286-13,190,6,0,58,VERHNJAJA TOJMA 22778
RSM00022798-286-13,190,6,0,92,JARENSK 22798
RSM00022802-286-18,190,6,0,19,SORTAVALA 22802
RSM00022820-286-17,190,6,0,110,PETROZAVODSK 22820
RSM00022831-286-1,190,6,0,62,PUDOZH USSR 02283
RSM00022845-286-13,190,6,0,126,KARGOPOL 22845
RSM00022912-286-1,190,6,0,11,OLONETS USSR 02291
RSM00022913-286-1,190,6,0,28,LODEYNOY POLE USSR 02291
RSM00022917-286-1,190,6,0,9,NOVAYA LADOGA USSR 02291
RSM00022981-286-14,190,6,0,99,VELIKIJ USTJUG 22981
RSM00022996-286-1,190,6,0,142,OBYACHEVO USSR 02299
RSM00023032-286-19,190,2,0,25,MARESALE 23032
RSM00023074-286-11,190,2,0,19,DUDINKA 23074
RSM00023205-286-15,190,2,0,12,NARJAN-MAR 23205
RSM00023219-286-1,190,2,0,81,KHOSEDA-KHARD USSR 02321
RSM00023242-286-16,190,2,0,12,NOVYJ PORT 23242
RSM00023324-286-1,190,2,0,58,LEK ROGOVAYA USSR 02332
RSM00023418-286-13,190,2,0,53,PECHORA 23418
RSM00023518-286-1,190,2,0,75,UST SHUGOR USSR 02351
RSM00023631-286-1,190,2,0,20,BEREZOVO USSR 02337
RSM00023678-286-1,190,2,0,40,VERKHNE IMBATSKOYE USSR 02367
RSM00023701-286-1,190,2,0,94,VESLYANA USSR 02370
RSM00023711-286-13,190,2,0,139,TROICKO-PECHERSKOE 23711
RSM00023724-286-1,190,2,0,50,NYAKSIMVOL USSR 02372
RSM00023803-286-1,190,2,0,139,UST KULOM USSR 02380
RSM00023884-286-1,190,2,0,60,PODKAMENNAYA TUNGUSKA USSR 02388
RSM00023921-286-1,190,2,0,101,IVDEL USSR 02392
RSM00023929-286-1,190,2,0,50,SHAIM USSR 02392
RSM00023955-286-1,190,2,0,60,ALEKSANDROVSKOYE USSR 02395
RSM00023966-286-1,190,2,0,110,VANZHIL KYNAK USSR 02396
RSM00024125-286-1,190,2,0,127,OLENEK USSR 02412
RSM00024136-286-1,190,2,0,70,SUKHANA USSR 02413
RSM00024143-286-1,190,2,0,47,DZHARDZHAN USSR (JARJAN) 02414
RSM00024266-286-1,190,2,0,137,VERKHOYANSK USSR 02426
RSM00024343-286-1,190,2,0,58,ZHIGANSK USSR 02434
RSM00024382-286-1,190,2,0,160,UST-MOMA USSR 02438
RSM00024652-286-16,190,2,0,96,SANGARY 24652
RSM00024671-286-1,190,2,0,400,TOMPO USSR 02467
RSM00024908-286-1,190,2,0,260,VANAVARA USSR 02490
RSM00024944-286-1,190,2,0,125,OLEKMINSK USSR 02024
RSM00024962-286-1,190,2,0,148,AMGA USSR 02496
RSM00024982-286-1,190,2,0,408,UVGA USSR (UELA) (UYEGA) 02498
RSM00024988-286-1,190,2,0,198,ARKA USSR 02498
RSM00025034-286-1,190,2,0,24,AMBARCHIK USSR 02503
RSM00025123-286-13,0,2,0,28,CHERSKIJ 25123
RSM00025206-286-1,190,2,0,23,SREDNE-KOLYMSK USSR 02520
RSM00025378-286-1,0,2,0,15,ZALIV KRESTA USSR 02537
RSM00025428-286-14,190,2,0,264,OMOLON 25428
RSM00025503-286-1,190,2,0,101,STOLBOVOYE USSR 02550
RSM00025551-286-12,190,2,0,26,MARKOVO 25551
RSM00025703-286-1,190,2,0,207,SEJMCAN USSR SEIMTCHAN 02570
RSM00025705-286-6,190,2,0,260,SREDNIKAN 25705
RSM00025956-286-1,190,2,0,8,UST-APUKA USSR 02595
RSM00026069-286-1,190,6,0,89,BELOGORKA USSR (SIVEQSKIY) 02606
RSM00026072-286-1,190,6,0,11,PETROKREPOST USSR 02607
RSM00026078-286-12,190,6,0,40,LYUBAN USSR 02607
RSM00026094-286-11,190,6,0,61,TIHVIN 26094
RSM00026099-286-1,190,6,0,173,YEFIMOVSKIY USSR (EFIMOVSKAYA) 02609
RSM00026167-286-1,190,6,0,93,NIKOLAYEVSKOYE USSR 02616
RSM00026179-286-1,190,6,0,28,NOVGOROD USSR 01085
RSM00026258-286-1,190,6,0,42,PSKOV USSR 02625
RSM00026264-286-6,190,6,0,129,STRUGI KRASNYE 26264
RSM00026268-286-1,190,6,0,71,DNO USSR 01085
RSM00026275-286-1,190,6,0,25,STARAYA RUSSA USSR 02627
RSM00026285-286-1,190,6,0,54,KRESTTSY USSR 02628
RSM00026291-286-11,190,6,0,89,BOROVICI 26291
RSM00026298-286-1,190,6,0,178,BELOGOYE USSR 02629
RSM00026359-286-1,190,6,0,110,PUSHKINSKIYE GORY USSR 02635
RSM00026378-286-12,190,6,0,71,HOLM 26378
RSM00026381-286-1,190,6,0,48,DEMYANSK USSR 02638
RSM00026389-286-1,190,6,0,217,OSTASHKOV USSR 02638
RSM00026477-286-1,190,6,0,98,VELIKIJE LUKI USSR 02647
RSM00026695-286-1,190,6,0,253,VYAZMA USSR 02669
RSM00026781-286-1,190,6,0,241,SMOKENSK USSR (SOUTH APT) 02678
RSM00026795-286-11,190,6,0,233,SPAS-DEMENSK USSR 02679
RSM00026894-286-1,190,6,0,174,ZHUKOVKA USSR 02689
RSM00026976-286-1,190,6,0,148,KRASNAYA GORA USSR 02697
RSM00026997-286-1,190,6,0,180,TRUBCHEVSK USSR 02699
RSM00027066-286-1,190,6,0,136,NIKOLSK USSR 02706
RSM00027083-286-1,190,6,0,183,OPARINO USSR 02708
RSM00027108-286-1,190,6,0,142,OKHONA USSR 02710
RSM00027242-286-1,190,6,0,97,BUY USSR 02724
RSM00027243-286-1,190,6,0,132,GALITCH
RSM00027252-286-1,190,6,0,144,NIKOLO-POLOMA USSR 02725
RSM00027271-286-19,190,6,0,125,SARJA 27271
RSM00027277-286-1,190,6,0,133,VETLUGA USSR 02727
RSM00027283-286-1,190,6,0,127,KOTELNIC
RSM00027316-286-1,190,6,0,138,KASHIN USSR 02731
RSM00027321-286-1,190,6,0,122,UGLIC
RSM00027329-286-1,190,6,0,102,ROSTOV USSR 02732
RSM00027333-286-1,190,6,0,139,KOSTROMA USSR 02733
RSM00027347-286-1,190,6,0,131,IVANOVO USSR 01090
RSM00027355-286-1,190,6,0,132,YURYEVETS USSR 02735
RSM00027393-286-1,190,6,0,136,NOLINSK USSR (MOLOTVSK) 02739
RSM00027417-286-8,190,6,0,167,KLIN 27417
RSM00027428-286-4,190,6,0,185,ALEKSANDROV 27428
RSM00027441-286-1,190,6,0,98,SHUJ
RSM00027462-286-4,190,6,0,118,SEMENOV 27462
RSM00027479-286-1,190,6,0,114,KOZMODEMYANSK USSR 02747
RSM00027485-286-1,190,6,0,103,YOSHKAR-OLA USSR 02748
RSM00027491-286-1,190,6,0,143,NOVYJ_TORJAL
RSM00027502-286-5,190,6,0,198,VOLOKOLAMSK 27502
RSM00027509-286-6,190,6,0,185,MOZAJSK 27509
RSM00027511-286-1,190,6,0,166,NOVO YERUSALIM USSR 02751
RSM00027523-286-1,190,6,0,141,PAVLOVO-POSAD USSR 02752
RSM00027532-286-1,190,6,0,170,VLADIMIR USSR 02753
RSM00027539-286-1,190,6,0,135,GUS-KHRUSTALNYY USSR 02753
RSM00027549-286-3,190,6,0,119,MUROM 27549
RSM00027577-286-1,190,6,0,93,SERGAC USSR 02757
RSM00027581-286-4,190,6,0,163,CEBOKSARY 27581
RSM00027587-286-5,190,6,0,183,KANAS 27587
RSM00027595-286-1,190,6,0,64,KAZAN USSR 02759
RSM00027606-286-1,190,6,0,197,MALOYAROSTAVETS USSR 02760
RSM00027618-286-7,190,6,0,166,SERPUHOV 27618
RSM00027625-286-5,190,6,0,114,KOLOMNA 27625
RSM00027627-286-1,190,6,0,220,KASHIRA USSR 02762
RSM00027643-286-1,190,6,0,110,VYKSA USSR 02764
RSM00027648-286-1,190,6,0,136,YELATMA USSR 02764
RSM00027653-286-1,190,6,0,160,ARZAMAS USSR 02765
RSM00027665-286-1,190,6,0,206,LUKOYANOV USSR 02766
RSM00027679-286-1,190,6,0,107,ALATYR USSR 01092
RSM00027719-286-1,190,6,0,162,TULAL USSR 02771
RSM00027729-286-6,190,6,0,166,MIHAJLOV 27729
RSM00027730-286-6,190,6,0,158,RYAZAN 27730
RSM00027736-286-4,190,6,0,99,SILOVO 27736
RSM00027745-286-8,190,6,0,115,SASOVO 27745
RSM00027752-286-1,190,6,0,125,TEMNIKOV USSR 02775
RSM00027758-286-4,190,6,0,198,TORBEEVO 27758
RSM00027760-286-1,190,6,0,201,SARANSK USSR 02776
RSM00027776-286-1,190,6,0,98,SURSKOYE USSR 02777
RSM00027786-286-5,190,6,0,129,ULYANOVSK 27786
RSM00027799-286-1,190,6,0,74,MELEKESS USSR 02779
RSM00027817-286-1,190,6,0,201,MCENSK
RSM00027821-286-1,190,6,0,231,UZLOVAJ
RSM00027835-286-1,190,6,0,125,RYAZHSK
RSM00027848-286-1,190,6,0,144,MORSHANSK USSR 02784
RSM00027858-286-1,190,6,0,260,PACHELMA USSR 02785
RSM00027906-286-1,190,6,0,203,OREL USSR 02790
RSM00027921-286-12,190,6,0,215,EFREMOV 27921
RSM00027935-286-1,190,6,0,158,MICHURINSK USSR 01093
RSM00027947-286-1,190,6,0,139,TAMBOV USSR 02794
RSM00027957-286-1,190,6,0,130,KIRSANOV USSR 02795
RSM00027962-286-1,190,6,0,174,PENZA USSR 01092
RSM00027983-286-1,190,6,0,58,SYZRAN USSR 02798
RSM00027995-286-1,190,6,0,45,BEZENCHUK USSR 01893
RSM00028009-286-1,190,2,0,167,KIRS USSR (KIRSA) 02800
RSM00028049-286-1,190,2,0,74,GARI USSR 02804
RSM00028064-286-1,190,2,0,82,LEUSHI USSR 02806
RSM00028076-286-1,190,2,0,57,DEMYANSKOYE USSR 02807
RSM00028116-286-1,190,2,0,150,KUDYMKAR USSR 02811
RSM00028128-286-6,190,2,0,123,CERMOZ 28128
RSM00028138-286-1,190,2,0,464,BISER STANTIYA USSR 02813
RSM00028144-286-1,190,2,0,126,VERKHOTURYE USSR 02814
RSM00028189-286-1,190,2,0,251,MINUSINSK USSR 02818
RSM00028214-286-1,190,2,0,147,GLAZOV USSR 02821
RSM00028216-286-1,190,2,0,228,VERESHCHANINO USSR 02821
RSM00028234-286-5,190,2,0,226,LYSVA 28234
RSM00028240-286-1,190,2,0,258,NIZHNIY TAGIL USSR 02824
RSM00028248-286-5,190,2,0,130,ALAPAEVSK 28248
RSM00028255-286-1,190,2,0,71,TURINSK USSR 02825
RSM00028275-286-16,190,2,0,50,TOBOLSK 28275
RSM00028319-286-1,190,2,0,130,NOZHOVKA USSR 02831
RSM00028326-286-4,190,2,0,150,KUNGUR 28326
RSM00028334-286-1,190,2,0,244,SHAMARY USSR 02833
RSM00028346-286-4,190,2,0,154,ARTEMOVSIJ 28346
RSM00028382-286-1,190,2,0,50,UST-ISHIM USSR 02838
RSM00028383-286-1,190,2,0,66,TEVRIZ USSR 02838
RSM00028409-286-4,190,2,0,169,MOZGA 28409
RSM00028411-286-1,190,2,0,158,IZHEVSK USSR 02841
RSM00028418-286-1,190,2,0,124,SARAPUL USSR 02841
RSM00028419-286-1,190,2,0,99,YANAUL USSR 02841
RSM00028428-286-1,190,2,0,142,CHERNUSHKA USSR 02842
RSM00028445-286-3,190,2,0,290,EKATERINBURG (VERHNEE DUBROVO) 28445
RSM00028449-286-6,190,2,0,171,KAMENSK-URALSKIJ 28449
RSM00028451-286-1,190,2,0,113,KAMYSHLOV USSR 02845
RSM00028456-286-4,190,2,0,114,SATROVO 28456
RSM00028465-286-1,190,2,0,60,YALTUROVSK USSR 02846
RSM00028481-286-1,190,2,0,70,VIKULOVO USSR 02848
RSM00028491-286-1,190,2,0,84,BOLSHIVE UKI USSR 02849
RSM00028502-286-1,190,2,0,69,VIATSKIYE POLYANY USSR 02850
RSM00028517-286-12,190,2,0,112,MENZELINSK 28517
RSM00028522-286-1,190,2,0,207,ASKINO
RSM00028533-286-7,190,2,0,320,NTAZEPETROVSK 28533
RSM00028537-286-1,190,2,0,326,DUVAN USSR 02853
RSM00028573-286-1,190,2,0,83,ISHIM USSR 02857
RSM00028586-286-1,190,2,0,120,TYUKALINSK USSR 02858
RSM00028588-286-1,190,2,0,129,NOVONAZYVAYEVK USSR 02858
RSM00028593-286-1,190,2,0,78,BOLSHERECHYE USSR 02859
RSM00028598-286-16,190,2,0,81,SARGATSKOE 28598
RSM00028615-286-14,190,2,0,125,BAKALY 28615
RSM00028621-286-1,190,2,0,155,BIRSK USSR 02862
RSM00028629-286-3,190,2,0,119,ULU-TELJAK 28629
RSM00028630-286-5,190,2,0,538,ZLATOUST 28630
RSM00028655-286-1,190,2,0,176,SHUMIKHA USSR 02865
RSM00028661-286-1,190,2,0,79,KURGAN USSR 02007
RSM00028666-286-6,190,2,0,140,MAKUSINO 28666
RSM00028688-286-1,190,2,0,128,ISIL-KUL USSR 02868
RSM00028696-286-1,190,2,0,107,KALACHINSK USSR 02869
RSM00028704-286-1,190,2,0,80,CHULPANOVO USSR 02870
RSM00028705-286-1,190,2,0,152,CHELNO-VERSHINY USSR 02870
RSM00028710-286-6,190,2,0,120,RAEVSKY 28710
RSM00028712-286-5,190,2,0,135,TUIMAZY 28712
RSM00028719-286-1,190,2,0,348,AKSAKOVO USSR 02871
RSM00028741-286-3,190,2,0,319,MIRNII 28741
RSM00028748-286-1,190,2,0,180,TROITSK USSR 02874
RSM00028756-286-8,190,2,0,117,ZVERINOGOLOVSKOE 28756
RSM00028786-286-1,190,2,0,124,POLTAVKA USSR 02878
RSM00028797-286-1,190,2,0,120,ODESSKOYE USSR 02879
RSM00028799-286-1,190,2,0,108,CHERLAK USSR 02879
RSM00028806-286-1,190,2,0,87,BUGURUSLAN USSR 02003
RSM00028825-286-1,190,2,0,130,STERLITAMAK USSR 02882
RSM00028838-286-1,190,2,0,382,MAGNITOGORSK USSR 02008
RSM00028908-286-1,190,2,0,90,BATRAK ZERNOSOVKHOZ USSR 02890
RSM00028916-286-1,190,2,0,183,SHARLYK USSR 02891
RSM00028925-286-10,190,2,0,180,MELEUZ 28925
RSM00028941-286-5,190,2,0,301,KARTALY 28941
RSM00029023-286-1,190,2,0,90,NAPAS USSR 02902
RSM00029068-286-1,190,2,0,64,NAZIMOVO USSR 02906
RSM00029128-286-8,190,2,0,63,PARABEL 29128
RSM00029263-286-1,190,2,0,78,YENISEYSK USSR 02926
RSM00029274-286-1,190,2,0,89,STRELKA USSR 02927
RSM00029282-286-1,190,2,0,134,BOGUCHANY USSR 02928
RSM00029313-286-1,190,2,0,110,PUDINO USSR 02931
RSM00029328-286-1,190,2,0,117,BAKCHAR USSR 02932
RSM00029363-286-1,190,2,0,184,PIROVSKOYE USSR 02936
RSM00029405-286-11,190,2,0,116,KYSTOVKA 29405
RSM00029418-286-1,190,2,0,123,SEVERNOYE USSR 02941
RSM00029456-286-1,190,2,0,207,TYUKHTET USSR 02945
RSM00029477-286-1,190,2,0,159,SUKHOBUZIMSKOYE USSR 02947
RSM00029498-286-8,190,2,0,221,SITKINO 29498
RSM00029532-286-8,190,2,0,113,KOZEVNIKOVO 29532
RSM00029539-286-7,190,2,0,193,BOLOTNOE 29539
RSM00029552-286-6,190,2,0,222,TJAZIN 29552
RSM00029557-286-1,190,2,0,189,TISUL USSR 02955
RSM00029562-286-1,190,2,0,330,BOLSHOY KEMCHUG USSR 02956
RSM00029563-286-1,190,2,0,479,KATCHA
RSM00029587-286-14,190,2,0,251,IRBEYSKOYE USSR 02958
RSM00029594-286-1,190,2,0,302,TAYSHET USSR 02959
RSM00029605-286-9,190,2,0,112,TATARSK 29605
RSM00029613-286-7,190,2,0,140,UBINSKOE 29613
RSM00029625-286-1,190,2,0,139,CHULYM USSR 02962
RSM00029631-286-1,190,2,0,135,KOLYVAN USSR 02963
RSM00029632-286-6,190,2,0,215,MOSKOVO 29632
RSM00029649-286-8,190,2,0,151,KRAPIVINO 29649
RSM00029653-286-1,190,2,0,383,UZHUR USSR 02965
RSM00029654-286-1,190,2,0,494,TSENTRALNYY USSR 02965
RSM00029675-286-15,190,2,0,477,KOLBA 29675
RSM00029706-286-10,190,2,0,115,KUPINO 29706
RSM00029712-286-10,190,2,0,113,ZDVINSK 29712
RSM00029735-286-9,190,2,0,293,POSEVNAJA 29735
RSM00029736-286-1,190,2,0,198,MASLYANINO USSR 02973
RSM00029752-286-1,190,2,0,1178,NENASTNAYA USSR 02975
RSM00029756-286-10,190,2,0,475,SIRA 29756
RSM00029759-286-1,190,2,0,846,KOMMUNAR USSR 02975
RSM00029766-286-1,190,2,0,281,IDRINSKOYE USSR 02976
RSM00029813-286-11,190,2,0,144,KRASNOOZERSK 29813
RSM00029816-286-5,190,2,0,138,HABARY 29816
RSM00029827-286-13,190,2,0,122,BAEVO 29827
RSM00029832-286-11,190,2,0,144,TALMENKA 29832
RSM00029848-286-6,190,2,0,272,TOGUL 29848
RSM00029849-286-4,190,2,0,293,KUZEDEEVO 29849
RSM00029862-286-4,190,2,0,256,HAKASSKAJA 29862
RSM00029864-286-1,190,2,0,525,CHARKOV USSR (UYBAT) 02986
RSM00029869-286-1,190,2,0,301,YERMAKOVSKOYE USSR 02986
RSM00029892-286-1,190,2,0,700,KHADAMA USSR 02989
RSM00029923-286-1,190,2,0,214,REBRIKHA USSR 02992
RSM00029937-286-1,190,2,0,174,ALEYSK USSR 02993
RSM00029956-286-1,190,2,0,455,TASHTYP USSR 02995
RSM00030028-286-1,190,2,0,386,IKA USSR 03002
RSM00030142-286-6,190,2,0,227,VIZIRNYJ 30142
RSM00030157-286-1,190,2,0,220,MAMA USSR 03015
RSM00030229-286-6,190,2,0,271,VERHNE-MARKOVO 30229
RSM00030230-286-1,190,2,0,261,KIRENSK USSR 02020
RSM00030328-286-1,190,2,0,338,ORLENGA USSR 03032
