13    00891      5       53.8713     8.7058 10131    840 (Monthly:1946-01) (Monthly:2015-12)   A 44,58,85,107,  C   D  
14    00954      0       54.1667     7.4500 10007    154 (Monthly:1998-01) (Monthly:2015-12)   A 58,85,107,     C   D  
15    01048    227       51.1280    13.7543 10488    782 (Monthly:1935-04) (Monthly:2015-12)   A 44,58,85,107,  C   D  
16    01078     37       51.2960     6.7686 10400    558 (Monthly:1969-07) (Monthly:2015-12)   A 44,58,85,107,  C   D  
17    01228      0       54.1651     6.3460 10004    144 (Monthly:2000-07) (Monthly:2015-12)   A 58,85,107,     C   D  
18    01262    446       48.3477    11.8133 10870    283 (Monthly:1992-06) (Monthly:2015-12)   A 44,58,85,107,  C   D  
19    01270    316       50.9829    10.9608 10554    780 (Monthly:1951-01) (Monthly:2015-12)   A 44,58,85,107,  C   D  
20    01346   1490       47.8749     8.0038 10908    846 (Monthly:1945-01) (Monthly:2015-12)   A 44,58,85,107,  C   D  
21    01358   1213       50.4283    12.9535 10578   1451 (Monthly:1890-08) (Monthly:2015-12)   A 44,58,85,107,  C   D  
22    01420    100       50.0259     8.5213 10637    804 (Monthly:1949-01) (Monthly:2015-12)   A 44,58,85,107,  C   D  
23    01468    797       48.4537     8.4091 10815    786 (Monthly:1949-01) (Monthly:2015-12)   A 44,58,85,107,  C   D  
24    01504    172       51.1190     9.2799 10439    185 (Monthly:2000-07) (Monthly:2015-12)   A 44,58,85,      C   D  
25    01612    311       50.8813    12.1289 10567    768 (Monthly:1952-01) (Monthly:2015-12)   A 44,58,85,107,  C   D  
26    01639    203       50.6017     8.6439 10532    888 (Monthly:1939-01) (Monthly:2015-12)   A 44,58,85,107,  C   D  
27    01684    238       51.1622    14.9506 10499    828 (Monthly:1947-01) (Monthly:2015-12)   A 44,58,85,107,  C   D  
28    01757      2       54.0967    13.4056 10184   1078 (Monthly:1898-03) (Monthly:2015-12)   A 44,58,85,107,  C   D  
29    01766     48       52.1344     7.6969 10315    315 (Monthly:1989-10) (Monthly:2015-12)   A 44,58,85,107,  C   D  
30    01832   1436       49.1130    13.1342 10791    398 (Monthly:1982-11) (Monthly:2015-12)   A 44,58,85,107,  C   D  
31    01975     11       53.6332     9.9881 10147    960 (Monthly:1936-01) (Monthly:2015-12)   A 44,58,85,107,  C   D  
32    02014     55       52.4644     9.6779 10338    924 (Monthly:1936-01) (Monthly:2015-12)   A 44,58,85,107,  C   D  
33    02115      4       54.1750     7.8920 10015    764 (Monthly:1952-05) (Monthly:2015-12)   A 44,58,85,107,  C   D  
34    02261    565       50.3122    11.8761 10685    828 (Monthly:1947-01) (Monthly:2015-12)   A 44,58,85,107,  C   D  
35    02290    977       47.8009    11.0109 10962   2746 (Monthly:1781-01) (Monthly:2015-12)   A 44,58,85,107,  C   D  
36    02483    839       51.1803     8.4891 10427    732 (Monthly:1955-01) (Monthly:2015-12)   A 44,58,85,107,  C   D  
37    02522    112       49.0382     8.3641 10727   1583 (Monthly:1876-01) (Monthly:2008-10)   A 44,58,85,107,  C   D  
38    02532    231       51.2963     9.4424 10438    754 (Monthly:1951-01) (Monthly:2013-10)   A 44,58,85,107,  C   D  
39    02559    705       47.7233    10.3348 10946    768 (Monthly:1952-01) (Monthly:2015-12)   A 44,58,85,107,  C   D  
40    02564     27       54.3761    10.1433 10046    350 (Monthly:1986-06) (Monthly:2015-12)   A 44,58,85,107,  C   D  
41    02667     92       50.8646     7.1575 10513    700 (Monthly:1957-09) (Monthly:2015-12)   A 44,58,85,107,  C   D  
42    02712    443       47.6774     9.1901 10929    518 (Monthly:1972-11) (Monthly:2015-12)   A 44,58,85,107,  C   D  
43    02812    155       48.3647     7.8280 10805    752 (Monthly:1950-01) (Monthly:2015-12)   A 44,58,85,107,  C   D  
44    02932    131       51.4348    12.2396 10469    711 (Monthly:1934-01) (Monthly:2015-12)   A 44,58,85,107,  C   D  
45    02961      5       54.4996    10.2737 10044    183 (Monthly:1998-02) (Monthly:2015-12)   A 58,85,107,     C   D  
46    03015     98       52.2085    14.1180 10393   1315 (Monthly:1906-04) (Monthly:2015-12)   A 44,58,85,107,  C   D  
47    03028    157       51.7855     8.8388 10430    780 (Monthly:1951-01) (Monthly:2015-12)   A 44,58,85,107,  C   D  
48    03032     26       55.0110     8.4125 10020    912 (Monthly:1937-01) (Monthly:2015-12)   A 44,58,85,107,  C   D  
49    03126     76       52.1029    11.5827 10361    828 (Monthly:1947-01) (Monthly:2015-12)   A 44,58,85,107,  C   D  
50    03196     81       53.3223    11.9319 10264    814 (Monthly:1947-01) (Monthly:2015-12)   A 44,58,85,107,  C   D  
51    03231    450       50.5612    10.3771 10548    444 (Monthly:1979-01) (Monthly:2015-12)   A 44,58,85,107,  C   D  
52    03552     38       52.9037    12.8072 10270    660 (Monthly:1961-01) (Monthly:2015-12)   A 44,58,85,107,  C   D  
53    03631     11       53.7123     7.1519 10113    828 (Monthly:1947-01) (Monthly:2015-12)   A 44,58,85,107,  C   D  
54    03660    485       50.3601     6.8697 10506    250 (Monthly:1995-03) (Monthly:2015-12)   A 44,58,85,107,  C   D  
55    03668    314       49.5030    11.0549 10763    729 (Monthly:1955-04) (Monthly:2015-12)   A 44,58,85,107,  C   D  
56    03730    806       47.3986    10.2760 10948    957 (Monthly:1936-01) (Monthly:2015-12)   A 44,58,85,107,  C   D  
57    03761    276       49.2070     9.5175 10742    828 (Monthly:1947-01) (Monthly:2015-12)   A 44,58,85,107,  C   D  
58    03987     81       52.3813    13.0622 10379   1476 (Monthly:1893-01) (Monthly:2015-12)   A 44,58,85,107,  C   D  
59    04104    365       49.0424    12.1021 10776    828 (Monthly:1947-01) (Monthly:2015-12)   A 44,58,85,107,  C   D  
60    04177    116       48.9726     8.3302 10731    536 (Monthly:1948-01) (Monthly:2015-12)   A 44,58,85,107,  C   D  
61    04271      4       54.1802    12.0805 10170    828 (Monthly:1947-01) (Monthly:2015-12)   A 44,58,85,107,  C   D  
62    04336    320       49.2128     7.1077 10708    780 (Monthly:1951-01) (Monthly:2015-12)   A 44,58,85,107,  C   D  
63    04466     43       54.5275     9.5486 10035    828 (Monthly:1947-01) (Monthly:2015-12)   A 44,58,85,107,  C   D  
64    04625     59       53.6425    11.3872 10162   1438 (Monthly:1890-01) (Monthly:2015-12)   A 44,58,85,107,  C   D  
65    04887    734       48.6657     9.8646 10836    828 (Monthly:1947-01) (Monthly:2015-12)   A 44,58,85,107,  C   D  
66    04911    350       48.8275    12.5598 10788    554 (Monthly:1951-01) (Monthly:2015-12)   A 44,58,85,107,  C   D  
67    04931    371       48.6883     9.2235 10738    756 (Monthly:1953-01) (Monthly:2015-12)   A 44,58,85,107,  C   D  
68    05100    265       49.7479     6.6582 10609    816 (Monthly:1948-01) (Monthly:2015-12)   A 44,58,85,107,  C   D  
69    05371    921       50.4973     9.9428 10544    871 (Monthly:1936-01) (Monthly:2015-12)   A 44,58,85,107,  C   D  
70    05397    440       49.6663    12.1845 10688    828 (Monthly:1947-01) (Monthly:2015-12)   A 44,58,85,107,  C   D  
71    05467   1832       47.7035    12.0119 10980    740 (Monthly:1951-01) (Monthly:2012-08)   A 44,58,85,107,  C   D  
72    05516      3       54.5284    11.0605 10055    710 (Monthly:1948-01) (Monthly:2015-12)   A 44,58,85,107,  C   D  
73    05705    268       49.7703     9.9577 10655    828 (Monthly:1947-01) (Monthly:2015-12)   A 44,58,85,107,  C   D  
74    05792   2964       47.4209    10.9847 10961   1381 (Monthly:1900-08) (Monthly:2015-12)   A 44,58,85,107,  C   D  
75    05839     -0       53.3881     7.2287 10200    222 (Monthly:1997-07) (Monthly:2015-12)   A 44,58,85,107,  C   D  
76    05856    476       48.5451    13.3531 10895    228 (Monthly:1997-01) (Monthly:2015-12)   A 44,58,85,107,  C   D  
77    05871    497       49.9462     7.2645 10616    206 (Monthly:1998-11) (Monthly:2015-12)   A 44,58,85,107,  C   D  
78    05906     96       49.5090     8.5541 10729    864 (Monthly:1936-01) (Monthly:2015-12)   A 44,58,85,107,  C   D  
79    07341    119       50.0900     8.7862 10641    125 (Monthly:2005-08) (Monthly:2015-12)   A 44,58,85,107,  C   D  
80    15000    231       50.7982     6.0244 10505     57 (Monthly:2011-04) (Monthly:2015-12)   A 44,58,85,107,  C   D  
81    00402     55       52.4564    13.2997 10XXX   1037 (Monthly:1876-01) (Monthly:1962-12)   A 44,58,85,      C   D  
